region_live;age;gender;activism;political_exsposure;polexsp_tiktok;polexsp_x;polexsp_ig;polexsp_yt;polexsp_newsapp;polexsp_newsconv;polexsp_peers;polexsp_peers_intensity;civspace_expression;civspace_rights;civspace_gather;civspace_discuss;civspace_critics;civspace_allabove;civspace_heard;civspace_understanding;civicspace_change;civicspace_lead_censoring;civicspace_lead_violence;civicspace_lead_presslimit;civicspace_lead_banning;civicspace_lead_repression;civicspace_lead_monopoly;civicspace_lead_accountability;civicspace_lead_allgood;civicspace_youth_union;civicspace_youth_gather;civicspace_youth_express;civicspace_youth_protect;civicspace_youth_resource;civicspace_youth_representation;civicspace_youth_chal_intimidation;civicspace_youth_chal_ban;civicspace_youth_chal_censoring;civicspace_youth_chal_unprotection;civicspace_youth_chal_safespace;civicspace_youth_chal_discrimination;civicspace_youth_chal_resource;gov_response_humanrights;gov_response_environment;gov_response_foodresource;gov_response_vulnerabelpop;gov_response_healthaccess;gov_response_eduaccess;gov_response_poverty;gov_response_inequality;gov_response_economicopp;elit_percep_national;elit_percep_local;issue_commited_voicing;issue_motiv_environment;issue_motiv_foodresources;issue_motiv_vulnerablepop;issue_motiv_humanrights;issue_motiv_healthaccess;issue_motiv_educaccess;issue_motiv_poverty;issue_motiv_inequality;issue_motiv_economicopp;issue_motiv_other;issue_motiv_text;issue_commited_resources
West;21;Perempuan;Pernah;Sangat sering;NA;NA;Instagram;NA;NA;NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Sangat sering (hampir setiap hari);NA;NA;Area publik di mana individu dapat berkumpul untuk kegiatan sosial, politik, atau budaya;Lingkungan di mana warga negara dapat terlibat secara bebas dalam diskusi dan mengekspresikan pendapat yang beragam;NA;NA;Tidak yakin;Pernah mendengar sekilas saja;Tidak berubah;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;NA;NA;NA;NA;NA;NA;NA;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;Akses terhadap informasi dan sumber daya;Representasi atau perwakilan dari pendapat yang beragam;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;NA;NA;Diskriminasi berdasarkan gender, etnis, atau agama;NA;1;1;1;1;2;1;1;1;1;Sangat tidak baik;Netral;Kadang-kadang terlibat;Perlindungan lingkungan hidup;Ketahanan pangan dan pengelolaan sumber daya alam;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;Penanganan kemiskinan;Pengurangan ketimpangan sosial dan ekonomi;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;100
West;21;Perempuan;Pernah;Sangat sering;Tiktok;Twitter;NA;Youtube;NA;NA;NA;Sering (setidaknya sekali seminggu);NA;NA;NA;NA;NA;Semua hal di atas;Ya;Cukup paham;Lebih tertutup;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;Pembatasan kebebasan pers dan akses terhadap informasi independen;NA;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;NA;Akses terhadap informasi dan sumber daya;Representasi atau perwakilan dari pendapat yang beragam;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;Pembatasan dalam membentuk atau bergabung dengan kelompok tertentu;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;NA;NA;NA;NA;1;3;2;1;2;2;1;1;1;Sangat tidak baik;Tidak baik;Aktif dan konsisten terlibat;NA;NA;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;NA;Peningkatan akses dan kualitas pendidikan;NA;NA;NA;NA;NA;100
West;21;Laki-laki;Pernah;Sering;NA;NA;Instagram;NA;NA;NA;NA;Jarang (sekali sebulan atau lebih jarang);Penghormatan terhadap kebebasan berserikat, berkumpul secara damai, dan berekspresi dalam kebijakan, hukum, dan praktik;NA;NA;NA;NA;NA;Ya;Kurang paham;Lebih tertutup;NA;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;NA;NA;NA;NA;NA;NA;NA;NA;NA;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;NA;NA;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;NA;NA;NA;Akses terbatas ke sumber daya atau dukungan untuk kegiatan yang dipimpin oleh anak muda;1;1;1;1;5;4;3;3;3;Tidak baik;Netral;Sering terlibat;Perlindungan lingkungan hidup;NA;NA;Isu kemanusiaan dan Hak Asasi Manusia;NA;Peningkatan akses dan kualitas pendidikan;NA;NA;NA;NA;NA;80
West;22;Perempuan;Pernah;Sangat sering;NA;Twitter;Instagram;Youtube;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Sangat sering (hampir setiap hari);NA;NA;NA;NA;NA;Semua hal di atas;Ya;Sangat paham;Jauh lebih tertutup;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;Pembatasan kebebasan pers dan akses terhadap informasi independen;Pembatasan kebebasan untuk berserikat dan membentuk organisasi;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;Akses terhadap informasi dan sumber daya;Representasi atau perwakilan dari pendapat yang beragam;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;Tidak adanya ruang aman untuk berkumpul atau berorganisasi;NA;NA;1;1;1;1;1;1;1;1;1;Sangat tidak baik;Tidak baik;Aktif dan konsisten terlibat;Perlindungan lingkungan hidup;Ketahanan pangan dan pengelolaan sumber daya alam;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;Penanganan kemiskinan;Pengurangan ketimpangan sosial dan ekonomi;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;80
West;20;Perempuan;Pernah;Kadang-kadang;NA;NA;Instagram;Youtube;NA;NA;NA;Kadang-kadang (beberapa kali dalam sebulan);NA;NA;Area publik di mana individu dapat berkumpul untuk kegiatan sosial, politik, atau budaya;Lingkungan di mana warga negara dapat terlibat secara bebas dalam diskusi dan mengekspresikan pendapat yang beragam;Kebebasan untuk bersuara, mengkritik pemerintah, menyampaikan aspirasi melalui media sosial dan media lainnya;NA;Ya;Cukup paham;Jauh lebih terbuka;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;NA;NA;NA;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;NA;NA;NA;NA;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;NA;NA;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;Tidak adanya ruang aman untuk berkumpul atau berorganisasi;NA;NA;5;3;4;2;5;5;2;1;1;Tidak baik;Netral;Sering terlibat;Perlindungan lingkungan hidup;Ketahanan pangan dan pengelolaan sumber daya alam;NA;Isu kemanusiaan dan Hak Asasi Manusia;NA;NA;NA;NA;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;60
Central;19;Perempuan;Tidak pernah;Kadang-kadang;NA;Twitter;NA;NA;NA;NA;NA;Kadang-kadang (beberapa kali dalam sebulan);NA;NA;NA;NA;NA;Semua hal di atas;Ya;Cukup paham;Tidak berubah;NA;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;NA;NA;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;NA;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;NA;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;NA;NA;NA;NA;NA;NA;NA;Diskriminasi berdasarkan gender, etnis, atau agama;NA;5;0;4;3;4;3;3;2;3;Netral;Tidak baik;Jarang terlibat;NA;NA;NA;Isu kemanusiaan dan Hak Asasi Manusia;NA;Peningkatan akses dan kualitas pendidikan;NA;Pengurangan ketimpangan sosial dan ekonomi;NA;Lainnya (sebutkan);Mengatasi diskriminasi baik dari segi gender, ras, suku, dan agama;60
East;19;Perempuan;Pernah;Sering;Tiktok;NA;Instagram;Youtube;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;NA;Sangat sering (hampir setiap hari);NA;NA;NA;NA;NA;Semua hal di atas;Ya;Pernah mendengar sekilas saja;Jauh lebih tertutup;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;NA;NA;NA;NA;NA;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;NA;NA;Kebebasan untuk mengekspresikan pendapat secara terbuka;NA;NA;NA;NA;NA;NA;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;Akses terbatas ke sumber daya atau dukungan untuk kegiatan yang dipimpin oleh anak muda;5;5;5;5;6;3;3;3;3;Tidak baik;Tidak baik;Sering terlibat;NA;NA;NA;Isu kemanusiaan dan Hak Asasi Manusia;NA;Peningkatan akses dan kualitas pendidikan;Penanganan kemiskinan;NA;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;60
East;22;Perempuan;Pernah;Kadang-kadang;NA;NA;Instagram;NA;NA;NA;NA;Kadang-kadang (beberapa kali dalam sebulan);NA;Ruang di mana negara melindungi hak-hak dasar seperti berserikat, berkumpul, dan berekspresi;NA;NA;NA;NA;Ya;Pernah mendengar sekilas saja;Lebih terbuka;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;Pembatasan kebebasan pers dan akses terhadap informasi independen;NA;NA;NA;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;Kebebasan untuk berserikat atau membentuk kelompok;NA;Kebebasan untuk mengekspresikan pendapat secara terbuka;NA;Akses terhadap informasi dan sumber daya;Representasi atau perwakilan dari pendapat yang beragam;NA;Pembatasan dalam membentuk atau bergabung dengan kelompok tertentu;NA;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;NA;8;8;9;8;9;9;7;8;8;Netral;Netral;Jarang terlibat;NA;NA;NA;Isu kemanusiaan dan Hak Asasi Manusia;NA;NA;NA;NA;NA;NA;NA;60
East;25;Laki-laki;Pernah;Sering;NA;NA;Instagram;Youtube;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Sering (setidaknya sekali seminggu);NA;NA;NA;NA;NA;Semua hal di atas;Tidak yakin;Kurang paham;Lebih terbuka;NA;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;NA;NA;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;NA;NA;NA;NA;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;NA;NA;Representasi atau perwakilan dari pendapat yang beragam;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;Diskriminasi berdasarkan gender, etnis, atau agama;NA;0;0;10;3;3;7;2;3;4;Tidak baik;Netral;Jarang terlibat;Perlindungan lingkungan hidup;NA;NA;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;NA;NA;NA;NA;NA;NA;40
East;24;Perempuan;Tidak pernah;Kadang-kadang;Tiktok;NA;Instagram;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;NA;Sering (setidaknya sekali seminggu);NA;Ruang di mana negara melindungi hak-hak dasar seperti berserikat, berkumpul, dan berekspresi;NA;NA;NA;NA;Tidak;Cukup paham;Tidak berubah;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;NA;NA;NA;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;NA;NA;NA;Kebebasan untuk berserikat atau membentuk kelompok;NA;Kebebasan untuk mengekspresikan pendapat secara terbuka;NA;Akses terhadap informasi dan sumber daya;NA;NA;Pembatasan dalam membentuk atau bergabung dengan kelompok tertentu;NA;NA;NA;NA;Akses terbatas ke sumber daya atau dukungan untuk kegiatan yang dipimpin oleh anak muda;2;1;2;1;3;1;1;2;2;Netral;Netral;Kadang-kadang terlibat;Perlindungan lingkungan hidup;NA;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;NA;NA;NA;NA;NA;NA;20
East;23;Laki-laki;Tidak pernah;Jarang;Tiktok;Twitter;Instagram;Youtube;NA;Platform berita offline (misalnya, TV, radio, surat kabar);Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Jarang (sekali sebulan atau lebih jarang);NA;NA;NA;Lingkungan di mana warga negara dapat terlibat secara bebas dalam diskusi dan mengekspresikan pendapat yang beragam;NA;NA;Tidak yakin;Kurang paham;Lebih tertutup;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;NA;Pembatasan kebebasan untuk berserikat dan membentuk organisasi;NA;NA;NA;NA;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;NA;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;Akses terhadap informasi dan sumber daya;NA;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;Diskriminasi berdasarkan gender, etnis, atau agama;NA;7;6;6;4;5;4;4;5;4;Tidak baik;Tidak baik;Kadang-kadang terlibat;NA;NA;NA;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;NA;NA;NA;NA;NA;60
West;21;Perempuan;Pernah;Sangat sering;NA;Twitter;Instagram;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);Platform berita offline (misalnya, TV, radio, surat kabar);Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Sering (setidaknya sekali seminggu);NA;NA;NA;NA;NA;Semua hal di atas;Ya;Cukup paham;Lebih tertutup;NA;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;NA;NA;NA;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;Akses terhadap informasi dan sumber daya;Representasi atau perwakilan dari pendapat yang beragam;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;Akses terbatas ke sumber daya atau dukungan untuk kegiatan yang dipimpin oleh anak muda;1;2;3;5;4;3;6;3;2;Tidak baik;Tidak baik;Sering terlibat;Perlindungan lingkungan hidup;Ketahanan pangan dan pengelolaan sumber daya alam;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;Penanganan kemiskinan;Pengurangan ketimpangan sosial dan ekonomi;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;80
West;18;Perempuan;Pernah;Sering;NA;Twitter;Instagram;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Sering (setidaknya sekali seminggu);Penghormatan terhadap kebebasan berserikat, berkumpul secara damai, dan berekspresi dalam kebijakan, hukum, dan praktik;Ruang di mana negara melindungi hak-hak dasar seperti berserikat, berkumpul, dan berekspresi;Area publik di mana individu dapat berkumpul untuk kegiatan sosial, politik, atau budaya;Lingkungan di mana warga negara dapat terlibat secara bebas dalam diskusi dan mengekspresikan pendapat yang beragam;Kebebasan untuk bersuara, mengkritik pemerintah, menyampaikan aspirasi melalui media sosial dan media lainnya;NA;Tidak;Pernah mendengar sekilas saja;Lebih tertutup;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;Pembatasan kebebasan pers dan akses terhadap informasi independen;Pembatasan kebebasan untuk berserikat dan membentuk organisasi;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;Akses terhadap informasi dan sumber daya;Representasi atau perwakilan dari pendapat yang beragam;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;NA;8;3;4;4;2;2;1;1;1;Sangat tidak baik;Sangat tidak baik;Sering terlibat;Perlindungan lingkungan hidup;Ketahanan pangan dan pengelolaan sumber daya alam;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;Penanganan kemiskinan;Pengurangan ketimpangan sosial dan ekonomi;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;80
West;18;Perempuan;Tidak pernah;Kadang-kadang;Tiktok;NA;Instagram;NA;NA;NA;NA;Jarang (sekali sebulan atau lebih jarang);NA;Ruang di mana negara melindungi hak-hak dasar seperti berserikat, berkumpul, dan berekspresi;NA;NA;Kebebasan untuk bersuara, mengkritik pemerintah, menyampaikan aspirasi melalui media sosial dan media lainnya;NA;Tidak;Sama sekali tidak paham/tidak pernah tahu;Lebih tertutup;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;Pembatasan kebebasan pers dan akses terhadap informasi independen;NA;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;NA;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;Akses terhadap informasi dan sumber daya;Representasi atau perwakilan dari pendapat yang beragam;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;NA;2;4;3;3;6;5;2;3;2;Tidak baik;Netral;Sama sekali tidak terlibat;Perlindungan lingkungan hidup;Ketahanan pangan dan pengelolaan sumber daya alam;NA;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;NA;Pengurangan ketimpangan sosial dan ekonomi;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;40
West;21;Perempuan;Pernah;Sering;NA;NA;Instagram;NA;NA;NA;NA;Kadang-kadang (beberapa kali dalam sebulan);NA;NA;NA;NA;NA;Semua hal di atas;Ya;Cukup paham;Lebih tertutup;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;Pembatasan kebebasan pers dan akses terhadap informasi independen;Pembatasan kebebasan untuk berserikat dan membentuk organisasi;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;NA;NA;NA;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;NA;NA;NA;Pembatasan dalam membentuk atau bergabung dengan kelompok tertentu;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;NA;3;2;3;1;2;8;2;2;2;Sangat tidak baik;Sangat tidak baik;Jarang terlibat;Perlindungan lingkungan hidup;Ketahanan pangan dan pengelolaan sumber daya alam;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;Penanganan kemiskinan;Pengurangan ketimpangan sosial dan ekonomi;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;100
